State_Code_Origin,County_Code_Origin,State_Code_Dest,County_Code_Dest,State_Abbrv,County_Name,Return_Num,Exmpt_Num,Aggr_AGI,,
26,059,26,115,MI,Monroe County,16,25,680,,
26,059,39,095,OH,Lucas County,16,28,464,,
26,059,26,081,MI,Kent County,14,22,326,,
26,059,17,031,IL,Cook County,11,17,345,,
26,059,39,051,OH,Fulton County,11,17,283,,
26,059,58,000,SS,Other Flows - Same State,93,181,"3,194",,
26,059,59,000,DS,Other Flows - Diff State,392,823,"14,474",,
26,059,59,001,DS,Other Flows - Northeast,19,43,622,,
26,059,59,003,DS,Other Flows - Midwest,101,213,"4,176",,
26,059,59,005,DS,Other Flows - South,197,428,"7,302",,
26,059,59,007,DS,Other Flows - West,75,139,"2,374",,
26,061,96,000,MI,Houghton County Tot Mig-US & For,833,"1,253","25,379",,
26,061,97,000,MI,Houghton County Tot Mig-US,818,"1,236","25,121",,
26,061,97,001,MI,Houghton County Tot Mig-Same St,310,458,"8,417",,
26,061,97,003,MI,Houghton County Tot Mig-Diff St,508,778,"16,704",,
26,061,98,000,MI,Houghton County Tot Mig-Foreign,15,17,258,,
26,061,26,061,MI,Houghton County Non-Migrants,"11,872","25,342","504,533",,
26,061,26,103,MI,Marquette County,52,75,"1,606",,
26,061,26,083,MI,Keweenaw County,30,54,833,,
26,061,26,125,MI,Oakland County,21,30,609,,
26,061,26,163,MI,Wayne County,19,26,453,,
26,061,26,131,MI,Ontonagon County,16,25,252,,
26,061,27,053,MN,Hennepin County,15,18,339,,
26,061,26,013,MI,Baraga County,14,30,397,,
26,061,55,009,WI,Brown County,14,20,407,,
26,061,26,081,MI,Kent County,13,21,493,,
26,061,04,013,AZ,Maricopa County,11,13,402,,
26,061,26,055,MI,Grand Traverse County,11,13,289,,
26,061,26,093,MI,Livingston County,11,15,327,,
26,061,58,000,SS,Other Flows - Same State,123,169,"3,158",,
26,061,59,000,DS,Other Flows - Diff State,468,727,"15,556",,
26,061,59,001,DS,Other Flows - Northeast,37,47,"1,310",,
26,061,59,003,DS,Other Flows - Midwest,172,263,"5,303",,
26,061,59,005,DS,Other Flows - South,120,207,"4,157",,
26,061,59,007,DS,Other Flows - West,139,210,"4,786",,
26,061,57,009,FR,Foreign - Other flows,15,17,258,,
26,063,96,000,MI,Huron County Tot Mig-US & For,687,"1,104","23,540",,
26,063,97,000,MI,Huron County Tot Mig-US,687,"1,104","23,540",,
26,063,97,001,MI,Huron County Tot Mig-Same St,492,775,"14,801",,
26,063,97,003,MI,Huron County Tot Mig-Diff St,195,329,"8,739",,
26,063,98,000,MI,Huron County Tot Mig-Foreign,d,d,d,,
26,063,26,063,MI,Huron County Non-Migrants,"14,134","29,435","615,721",,
26,063,26,157,MI,Tuscola County,85,152,"2,145",,
26,063,26,017,MI,Bay County,52,69,"1,528",,
26,063,26,125,MI,Oakland County,45,61,"1,976",,
26,063,26,151,MI,Sanilac County,45,94,"1,132",,
26,063,26,145,MI,Saginaw County,44,61,"1,159",,
26,063,26,099,MI,Macomb County,43,71,"1,093",,
26,063,26,163,MI,Wayne County,22,32,640,,
26,063,26,049,MI,Genesee County,15,26,543,,
26,063,26,087,MI,Lapeer County,10,25,376,,
26,063,58,000,SS,Other Flows - Same State,131,184,"4,208",,
26,063,59,000,DS,Other Flows - Diff State,195,329,"8,739",,
26,063,59,001,DS,Other Flows - Northeast,12,18,404,,
26,063,59,003,DS,Other Flows - Midwest,43,72,"1,962",,
26,063,59,005,DS,Other Flows - South,98,177,"5,256",,
26,063,59,007,DS,Other Flows - West,42,62,"1,116",,
26,065,96,000,MI,Ingham County Tot Mig-US & For,"9,368","15,600","378,120",,
26,065,97,000,MI,Ingham County Tot Mig-US,"9,281","15,478","375,878",,
26,065,97,001,MI,Ingham County Tot Mig-Same St,"5,415","9,014","222,983",,
26,065,97,003,MI,Ingham County Tot Mig-Diff St,"3,866","6,464","152,895",,
26,065,98,000,MI,Ingham County Tot Mig-Foreign,87,122,"2,242",,
26,065,26,065,MI,Ingham County Non-Migrants,"94,272","193,662","5,324,651",,
26,065,26,045,MI,Eaton County,"1,534","2,738","47,668",,
26,065,26,037,MI,Clinton County,763,"1,360","32,617",,
26,065,26,125,MI,Oakland County,399,553,"20,541",,
26,065,26,081,MI,Kent County,256,390,"9,357",,
26,065,26,163,MI,Wayne County,250,371,"6,793",,
26,065,17,031,IL,Cook County,239,302,"8,030",,
26,065,26,075,MI,Jackson County,236,427,"7,717",,
26,065,26,093,MI,Livingston County,236,397,"38,245",,
26,065,26,161,MI,Washtenaw County,217,307,"7,565",,
26,065,26,155,MI,Shiawassee County,208,356,"6,548",,
26,065,26,077,MI,Kalamazoo County,131,192,"4,528",,
26,065,32,003,NV,Clark County,128,242,"4,826",,
26,065,26,049,MI,Genesee County,118,172,"3,184",,
26,065,04,013,AZ,Maricopa County,115,179,"4,228",,
26,065,26,099,MI,Macomb County,87,123,"2,257",,
26,065,26,067,MI,Ionia County,81,150,"2,928",,
26,065,06,037,CA,Los Angeles County,71,95,"2,072",,
26,065,26,139,MI,Ottawa County,60,107,"2,085",,
26,065,26,055,MI,Grand Traverse County,55,87,"2,162",,
26,065,26,025,MI,Calhoun County,48,71,"1,594",,
26,065,26,073,MI,Isabella County,48,67,"1,027",,
26,065,53,033,WA,King County,45,63,"1,795",,
26,065,26,057,MI,Gratiot County,44,75,"1,515",,
26,065,06,073,CA,San Diego County,43,70,"1,617",,
26,065,26,145,MI,Saginaw County,42,68,"1,265",,
26,065,11,001,DC,District of Columbia,37,39,"1,799",,
26,065,36,061,NY,New York County,37,46,"1,250",,
26,065,39,049,OH,Franklin County,37,57,"1,548",,
26,065,48,201,TX,Harris County,36,58,"1,418",,
26,065,12,103,FL,Pinellas County,33,57,"1,113",,
26,065,37,119,NC,Mecklenburg County,33,46,"1,069",,
26,065,26,121,MI,Muskegon County,32,49,"2,071",,
26,065,12,057,FL,Hillsborough County,31,53,898,,
26,065,26,111,MI,Midland County,31,52,"1,006",,
26,065,12,095,FL,Orange County,28,38,864,,
26,065,37,183,NC,Wake County,28,45,"1,041",,
26,065,47,037,TN,Davidson County,28,46,776,,
26,065,12,086,FL,Miami Dade County,27,46,"1,161",,
26,065,26,021,MI,Berrien County,27,54,830,,
26,065,12,115,FL,Sarasota County,26,34,"1,434",,
26,065,06,085,CA,Santa Clara County,25,30,917,,
26,065,24,031,MD,Montgomery County,25,31,890,,
26,065,26,091,MI,Lenawee County,25,43,572,,
26,065,41,051,OR,Multnomah County,25,28,525,,
26,065,48,113,TX,Dallas County,24,32,751,,
26,065,17,043,IL,Dupage County,23,29,826,,
26,065,51,059,VA,Fairfax County,23,38,"1,244",,
26,065,06,075,CA,San Francisco County,22,27,"1,035",,
26,065,12,071,FL,Lee County,22,39,826,,
26,065,18,097,IN,Marion County,22,30,537,,
26,065,26,017,MI,Bay County,22,35,806,,
26,065,27,053,MN,Hennepin County,22,30,700,,
26,065,08,031,CO,Denver County,21,23,556,,
26,065,13,121,GA,Fulton County,21,44,705,,
26,065,26,015,MI,Barry County,21,46,703,,
26,065,26,035,MI,Clare County,21,29,557,,
26,065,26,047,MI,Emmet County,21,30,"1,787",,
26,065,26,147,MI,St Clair County,21,25,475,,
26,065,36,047,NY,Kings County,21,27,"1,646",,
26,065,48,029,TX,Bexar County,21,36,522,,
26,065,04,019,AZ,Pima County,20,35,756,,
26,065,06,001,CA,Alameda County,20,28,"1,232",,
26,065,06,059,CA,Orange County,20,28,596,,
26,065,12,081,FL,Manatee County,20,34,728,,
26,065,26,107,MI,Mecosta County,20,40,468,,
26,065,48,439,TX,Tarrant County,20,39,788,,
26,065,48,453,TX,Travis County,20,32,905,,
26,065,12,011,FL,Broward County,19,33,"1,490",,
26,065,13,067,GA,Cobb County,19,39,"1,029",,
26,065,21,111,KY,Jefferson County,19,41,822,,
26,065,25,017,MA,Middlesex County,19,24,703,,
26,065,39,035,OH,Cuyahoga County,19,37,889,,
26,065,48,215,TX,Hidalgo County,19,38,352,,
26,065,55,025,WI,Dane County,19,33,640,,
26,065,26,103,MI,Marquette County,18,20,592,,
26,065,26,117,MI,Montcalm County,18,26,455,,
26,065,55,079,WI,Milwaukee County,18,35,506,,
26,065,42,003,PA,Allegheny County,17,29,797,,
26,065,12,105,FL,Polk County,16,32,422,,
26,065,13,135,GA,Gwinnett County,16,21,473,,
26,065,18,003,IN,Allen County,16,36,671,,
26,065,18,141,IN,St Joseph County,16,33,886,,
26,065,24,005,MD,Baltimore County,16,21,511,,
26,065,26,143,MI,Roscommon County,16,26,713,,
26,065,57,005,FR,Foreign - APO/FPO ZIPs,16,28,490,,
26,065,08,041,CO,El Paso County,15,31,724,,
26,065,26,005,MI,Allegan County,15,22,471,,
26,065,29,189,MO,St Louis County,15,21,318,,
26,065,35,001,NM,Bernalillo County,15,18,389,,
26,065,36,029,NY,Erie County,15,18,487,,
26,065,39,061,OH,Hamilton County,15,23,723,,
26,065,42,101,PA,Philadelphia County,15,29,429,,
26,065,53,053,WA,Pierce County,15,22,501,,
26,065,08,069,CO,Larimer County,14,18,412,,
26,065,18,057,IN,Hamilton County,14,38,"1,410",,
26,065,26,115,MI,Monroe County,14,27,524,,
26,065,39,113,OH,Montgomery County,14,24,808,,
26,065,08,035,CO,Douglas County,13,20,469,,
26,065,12,031,FL,Duval County,13,22,665,,
26,065,13,089,GA,Dekalb County,13,24,264,,
26,065,21,067,KY,Fayette County,13,24,460,,
26,065,24,003,MD,Anne Arundel County,13,24,515,,
26,065,47,093,TN,Knox County,13,30,788,,
26,065,06,065,CA,Riverside County,12,20,500,,
26,065,08,005,CO,Arapahoe County,12,15,336,,
26,065,08,013,CO,Boulder County,12,16,429,,
26,065,09,003,CT,Hartford County,12,21,797,,
26,065,17,197,IL,Will County,12,25,694,,
26,065,26,097,MI,Mackinac County,12,21,268,,
26,065,26,165,MI,Wexford County,12,21,286,,
26,065,34,023,NJ,Middlesex County,12,19,464,,
26,065,36,055,NY,Monroe County,12,16,257,,
26,065,37,063,NC,Durham County,12,21,"1,999",,
26,065,47,157,TN,Shelby County,12,19,389,,
26,065,48,085,TX,Collin County,12,26,542,,
26,065,49,035,UT,Salt Lake County,12,21,294,,
26,065,51,013,VA,Arlington County,12,12,385,,
26,065,06,067,CA,Sacramento County,11,17,451,,
26,065,15,003,HI,Honolulu County,11,21,322,,
26,065,18,157,IN,Tippecanoe County,11,18,678,,
26,065,26,029,MI,Charlevoix County,11,22,494,,
26,065,39,095,OH,Lucas County,11,19,730,,
26,065,41,067,OR,Washington County,11,19,332,,
26,065,51,510,VA,Alexandria city,11,14,424,,
26,065,04,025,AZ,Yavapai County,10,14,583,,
26,065,06,013,CA,Contra Costa County,10,21,960,,
26,065,12,021,FL,Collier County,10,14,"1,891",,
26,065,17,097,IL,Lake County,10,12,269,,
26,065,22,071,LA,Orleans Parish,10,13,413,,
26,065,51,810,VA,Virginia Beach city,10,27,399,,
26,065,58,000,SS,Other Flows - Same State,245,415,"10,309",,
26,065,59,000,DS,Other Flows - Diff State,"1,664","3,030","65,180",,
26,065,59,001,DS,Other Flows - Northeast,236,386,"10,294",,
26,065,59,003,DS,Other Flows - Midwest,438,795,"16,841",,
26,065,59,005,DS,Other Flows - South,755,"1,428","29,789",,
26,065,59,007,DS,Other Flows - West,235,421,"8,256",,
26,065,57,009,FR,Foreign - Other flows,71,94,"1,752",,
26,067,96,000,MI,Ionia County Tot Mig-US & For,"1,529","2,866","46,805",,
26,067,97,000,MI,Ionia County Tot Mig-US,"1,529","2,866","46,805",,
26,067,97,001,MI,Ionia County Tot Mig-Same St,"1,223","2,299","36,234",,
26,067,97,003,MI,Ionia County Tot Mig-Diff St,306,567,"10,571",,
26,067,98,000,MI,Ionia County Tot Mig-Foreign,d,d,d,,
26,067,26,067,MI,Ionia County Non-Migrants,"21,526","49,588","1,002,813",,
26,067,26,081,MI,Kent County,385,694,"11,982",,
26,067,26,117,MI,Montcalm County,217,466,"4,954",,
26,067,26,045,MI,Eaton County,102,189,"3,068",,
26,067,26,065,MI,Ingham County,86,136,"2,822",,
26,067,26,037,MI,Clinton County,71,134,"1,953",,
26,067,26,015,MI,Barry County,69,156,"2,145",,
26,067,26,139,MI,Ottawa County,26,44,756,,
26,067,26,077,MI,Kalamazoo County,23,37,672,,
26,067,26,125,MI,Oakland County,21,28,870,,
26,067,26,073,MI,Isabella County,16,23,276,,
26,067,26,121,MI,Muskegon County,15,32,623,,
26,067,26,107,MI,Mecosta County,13,32,373,,
26,067,26,005,MI,Allegan County,12,21,383,,
26,067,26,057,MI,Gratiot County,12,29,392,,
26,067,17,031,IL,Cook County,10,15,288,,
26,067,26,099,MI,Macomb County,10,22,458,,
26,067,26,155,MI,Shiawassee County,10,23,322,,
26,067,58,000,SS,Other Flows - Same State,135,233,"4,187",,
26,067,59,000,DS,Other Flows - Diff State,296,552,"10,283",,
26,067,59,001,DS,Other Flows - Northeast,18,35,656,,
26,067,59,003,DS,Other Flows - Midwest,70,137,"2,845",,
26,067,59,005,DS,Other Flows - South,142,269,"4,707",,
26,067,59,007,DS,Other Flows - West,66,111,"2,074",,
26,069,96,000,MI,Iosco County Tot Mig-US & For,678,"1,245","20,096",,
26,069,97,000,MI,Iosco County Tot Mig-US,678,"1,245","20,096",,
26,069,97,001,MI,Iosco County Tot Mig-Same St,412,737,"12,124",,
26,069,97,003,MI,Iosco County Tot Mig-Diff St,266,508,"7,972",,
26,069,98,000,MI,Iosco County Tot Mig-Foreign,d,d,d,,
26,069,26,069,MI,Iosco County Non-Migrants,"10,395","20,674","392,333",,
26,069,26,049,MI,Genesee County,45,82,959,,
26,069,26,001,MI,Alcona County,44,94,"1,050",,
26,069,26,129,MI,Ogemaw County,32,60,721,,
26,069,26,145,MI,Saginaw County,31,48,"1,147",,
26,069,26,017,MI,Bay County,27,53,686,,
26,069,26,125,MI,Oakland County,27,49,909,,
26,069,26,011,MI,Arenac County,26,49,677,,
26,069,26,099,MI,Macomb County,24,37,700,,
26,069,26,163,MI,Wayne County,17,38,758,,
26,069,26,007,MI,Alpena County,12,15,253,,
26,069,26,161,MI,Washtenaw County,10,12,303,,
26,069,58,000,SS,Other Flows - Same State,117,200,"3,960",,
26,069,59,000,DS,Other Flows - Diff State,266,508,"7,972",,
26,069,59,001,DS,Other Flows - Northeast,14,22,416,,
26,069,59,003,DS,Other Flows - Midwest,53,100,"1,700",,
26,069,59,005,DS,Other Flows - South,141,278,"4,147",,
26,069,59,007,DS,Other Flows - West,58,108,"1,710",,
26,071,96,000,MI,Iron County Tot Mig-US & For,255,425,"7,236",,
26,071,97,000,MI,Iron County Tot Mig-US,255,425,"7,236",,
26,071,97,001,MI,Iron County Tot Mig-Same St,99,164,"2,701",,
26,071,97,003,MI,Iron County Tot Mig-Diff St,156,261,"4,535",,
26,071,98,000,MI,Iron County Tot Mig-Foreign,d,d,d,,
26,071,26,071,MI,Iron County Non-Migrants,"4,802","9,486","184,339",,
26,071,26,043,MI,Dickinson County,27,41,840,,
26,071,26,103,MI,Marquette County,22,35,503,,
26,071,55,009,WI,Brown County,12,17,191,,
26,071,55,037,WI,Florence County,10,22,183,,
26,071,58,000,SS,Other Flows - Same State,50,88,"1,358",,
26,071,59,000,DS,Other Flows - Diff State,134,222,"4,162",,
26,073,96,000,MI,Isabella County Tot Mig-US & For,"2,039","3,339","69,481",,
26,073,97,000,MI,Isabella County Tot Mig-US,"2,027","3,321","69,128",,
26,073,97,001,MI,Isabella County Tot Mig-Same St,"1,322","2,185","36,892",,
26,073,97,003,MI,Isabella County Tot Mig-Diff St,705,"1,136","32,237",,
26,073,98,000,MI,Isabella County Tot Mig-Foreign,12,18,353,,
26,073,26,073,MI,Isabella County Non-Migrants,"19,675","41,897","1,011,978",,
26,073,26,111,MI,Midland County,126,207,"3,800",,
26,073,26,057,MI,Gratiot County,121,241,"3,686",,
26,073,26,035,MI,Clare County,100,189,"2,795",,
26,073,26,065,MI,Ingham County,87,127,"2,498",,
26,073,26,125,MI,Oakland County,76,103,"1,721",,
26,073,26,107,MI,Mecosta County,67,133,"1,848",,
26,073,26,081,MI,Kent County,63,104,"1,782",,
26,073,26,163,MI,Wayne County,55,72,"2,003",,
26,073,26,117,MI,Montcalm County,53,101,"1,297",,
26,073,26,099,MI,Macomb County,39,58,"1,015",,
26,073,26,049,MI,Genesee County,35,54,"1,029",,
26,073,26,145,MI,Saginaw County,34,48,593,,
26,073,17,031,IL,Cook County,32,40,"2,743",,
26,073,26,017,MI,Bay County,31,58,824,,
26,073,26,055,MI,Grand Traverse County,26,37,800,,
26,073,26,161,MI,Washtenaw County,26,37,709,,
26,073,26,045,MI,Eaton County,25,38,628,,
26,073,26,021,MI,Berrien County,24,42,764,,
26,073,26,139,MI,Ottawa County,19,27,499,,
26,073,04,013,AZ,Maricopa County,17,27,529,,
26,073,26,051,MI,Gladwin County,17,31,437,,
26,073,32,003,NV,Clark County,15,27,785,,
26,073,26,037,MI,Clinton County,14,25,637,,
26,073,26,075,MI,Jackson County,14,22,319,,
26,073,26,155,MI,Shiawassee County,14,21,301,,
26,073,26,121,MI,Muskegon County,13,18,510,,
26,073,06,073,CA,San Diego County,12,16,247,,
26,073,12,071,FL,Lee County,12,15,"3,016",,
26,073,26,047,MI,Emmet County,12,24,523,,
26,073,26,093,MI,Livingston County,12,21,388,,
26,073,26,067,MI,Ionia County,11,18,134,,
26,073,26,133,MI,Osceola County,11,21,304,,
26,073,26,147,MI,St Clair County,10,13,102,,
26,073,26,157,MI,Tuscola County,10,12,413,,
26,073,58,000,SS,Other Flows - Same State,177,283,"4,533",,
26,073,59,000,DS,Other Flows - Diff State,617,"1,011","24,916",,
26,073,59,001,DS,Other Flows - Northeast,61,94,"1,995",,
26,073,59,003,DS,Other Flows - Midwest,154,261,"5,685",,
26,073,59,005,DS,Other Flows - South,304,511,"14,326",,
26,073,59,007,DS,Other Flows - West,98,145,"2,910",,
26,073,57,009,FR,Foreign - Other flows,12,18,353,,
26,075,96,000,MI,Jackson County Tot Mig-US & For,"3,206","5,920","128,511",,
26,075,97,000,MI,Jackson County Tot Mig-US,"3,185","5,887","127,776",,
26,075,97,001,MI,Jackson County Tot Mig-Same St,"1,796","3,232","61,097",,
26,075,97,003,MI,Jackson County Tot Mig-Diff St,"1,389","2,655","66,679",,
26,075,98,000,MI,Jackson County Tot Mig-Foreign,21,33,735,,
26,075,26,075,MI,Jackson County Non-Migrants,"57,834","125,024","2,892,697",,
26,075,26,161,MI,Washtenaw County,277,464,"12,058",,
26,075,26,065,MI,Ingham County,263,469,"7,334",,
26,075,26,091,MI,Lenawee County,149,300,"5,241",,
26,075,26,059,MI,Hillsdale County,142,304,"4,390",,
26,075,26,025,MI,Calhoun County,137,312,"4,761",,
26,075,26,163,MI,Wayne County,133,237,"4,317",,
26,075,26,077,MI,Kalamazoo County,77,106,"2,228",,
26,075,26,125,MI,Oakland County,73,123,"2,698",,
26,075,26,045,MI,Eaton County,69,113,"2,158",,
26,075,26,081,MI,Kent County,62,102,"1,916",,
26,075,17,031,IL,Cook County,47,69,"2,263",,
26,075,26,093,MI,Livingston County,45,79,"1,651",,
26,075,04,013,AZ,Maricopa County,42,79,"1,039",,
26,075,26,099,MI,Macomb County,28,46,877,,
26,075,26,139,MI,Ottawa County,22,37,"1,061",,
26,075,26,037,MI,Clinton County,21,32,737,,
26,075,26,023,MI,Branch County,20,26,458,,
26,075,26,115,MI,Monroe County,19,33,707,,
26,075,32,003,NV,Clark County,19,36,764,,
26,075,26,049,MI,Genesee County,17,24,387,,
26,075,12,071,FL,Lee County,16,31,"3,681",,
26,075,12,105,FL,Polk County,16,26,283,,
26,075,26,073,MI,Isabella County,16,16,338,,
26,075,39,049,OH,Franklin County,16,29,525,,
26,075,12,011,FL,Broward County,14,25,371,,
26,075,26,021,MI,Berrien County,12,24,499,,
26,075,26,143,MI,Roscommon County,12,19,285,,
26,075,48,201,TX,Harris County,12,31,532,,
26,075,12,031,FL,Duval County,11,16,232,,
26,075,18,003,IN,Allen County,11,20,425,,
26,075,26,067,MI,Ionia County,11,20,258,,
26,075,26,121,MI,Muskegon County,11,17,328,,
26,075,39,095,OH,Lucas County,11,15,299,,
26,075,47,037,TN,Davidson County,11,19,395,,
26,075,53,053,WA,Pierce County,11,17,230,,
26,075,06,073,CA,San Diego County,10,18,355,,
26,075,12,057,FL,Hillsborough County,10,13,301,,
26,075,12,103,FL,Pinellas County,10,20,"2,460",,
26,075,18,097,IN,Marion County,10,22,228,,
26,075,26,055,MI,Grand Traverse County,10,16,522,,
26,075,37,183,NC,Wake County,10,16,251,,
26,075,47,093,TN,Knox County,10,18,245,,
26,075,48,029,TX,Bexar County,10,18,270,,
26,075,58,000,SS,Other Flows - Same State,170,313,"5,888",,
26,075,59,000,DS,Other Flows - Diff State,"1,082","2,117","51,530",,
26,075,59,001,DS,Other Flows - Northeast,84,148,"5,175",,
26,075,59,003,DS,Other Flows - Midwest,233,492,"11,926",,
26,075,59,005,DS,Other Flows - South,551,"1,093","27,581",,
26,075,59,007,DS,Other Flows - West,214,384,"6,848",,
26,075,57,009,FR,Foreign - Other flows,21,33,735,,
26,077,96,000,MI,Kalamazoo Count Tot Mig-US & For,"6,442","10,791","284,445",,
26,077,97,000,MI,Kalamazoo Count Tot Mig-US,"6,375","10,685","281,518",,
26,077,97,001,MI,Kalamazoo Count Tot Mig-Same St,"3,294","5,469","115,696",,
26,077,97,003,MI,Kalamazoo Count Tot Mig-Diff St,"3,081","5,216","165,822",,
26,077,98,000,MI,Kalamazoo Count Tot Mig-Foreign,67,106,"2,926",,
26,077,26,077,MI,Kalamazoo Count Non-Migrants,"88,553","185,549","5,232,269",,
26,077,26,159,MI,Van Buren County,575,"1,026","22,704",,
26,077,26,005,MI,Allegan County,364,657,"11,379",,
26,077,26,025,MI,Calhoun County,359,619,"11,927",,
26,077,26,081,MI,Kent County,321,512,"11,486",,
26,077,17,031,IL,Cook County,233,289,"13,439",,
26,077,26,149,MI,St Joseph County,179,298,"4,626",,
26,077,26,125,MI,Oakland County,164,225,"6,649",,
26,077,26,015,MI,Barry County,125,237,"6,737",,
26,077,26,021,MI,Berrien County,117,198,"3,620",,
26,077,26,163,MI,Wayne County,117,173,"3,154",,
26,077,26,161,MI,Washtenaw County,107,145,"3,617",,
26,077,26,065,MI,Ingham County,103,142,"2,825",,
26,077,26,139,MI,Ottawa County,101,179,"4,875",,
26,077,04,013,AZ,Maricopa County,93,152,"10,428",,
26,077,26,099,MI,Macomb County,60,86,"1,888",,
26,077,06,037,CA,Los Angeles County,45,65,"2,002",,
26,077,26,045,MI,Eaton County,45,76,"1,548",,
26,077,26,121,MI,Muskegon County,45,63,"1,455",,
26,077,32,003,NV,Clark County,44,76,"1,239",,
26,077,18,097,IN,Marion County,43,75,"1,599",,
26,077,26,027,MI,Cass County,42,74,"1,014",,
26,077,18,141,IN,St Joseph County,41,80,"1,654",,
26,077,26,075,MI,Jackson County,41,66,"1,272",,
26,077,06,073,CA,San Diego County,38,45,"2,012",,
26,077,48,201,TX,Harris County,38,62,"1,255",,
26,077,17,043,IL,Dupage County,37,50,"1,515",,
26,077,09,011,CT,New London County,31,78,"6,127",,
26,077,39,049,OH,Franklin County,29,51,"1,093",,
26,077,37,119,NC,Mecklenburg County,27,39,"1,735",,
26,077,57,005,FR,Foreign - APO/FPO ZIPs,27,40,801,,
26,077,26,055,MI,Grand Traverse County,26,46,883,,
26,077,53,033,WA,King County,26,37,736,,
26,077,12,071,FL,Lee County,23,41,987,,
26,077,26,049,MI,Genesee County,23,30,738,,
26,077,27,053,MN,Hennepin County,23,40,"1,663",,
26,077,26,093,MI,Livingston County,22,38,"1,058",,
26,077,55,079,WI,Milwaukee County,22,27,"1,272",,
26,077,06,059,CA,Orange County,21,26,836,,
26,077,12,103,FL,Pinellas County,21,32,996,,
26,077,26,037,MI,Clinton County,21,35,"1,016",,
26,077,37,183,NC,Wake County,21,38,"1,182",,
26,077,48,113,TX,Dallas County,21,24,565,,
26,077,12,095,FL,Orange County,20,26,742,,
26,077,18,003,IN,Allen County,19,31,769,,
26,077,26,023,MI,Branch County,19,29,514,,
26,077,26,145,MI,Saginaw County,19,34,851,,
26,077,17,097,IL,Lake County,18,40,"1,608",,
26,077,12,057,FL,Hillsborough County,17,27,552,,
26,077,13,121,GA,Fulton County,17,27,598,,
26,077,18,039,IN,Elkhart County,17,26,522,,
26,077,41,051,OR,Multnomah County,17,22,345,,
26,077,55,025,WI,Dane County,17,22,477,,
26,077,12,099,FL,Palm Beach County,16,24,618,,
26,077,42,101,PA,Philadelphia County,16,18,499,,
26,077,47,157,TN,Shelby County,16,27,625,,
26,077,48,453,TX,Travis County,16,30,528,,
26,077,13,067,GA,Cobb County,15,34,352,,
26,077,26,091,MI,Lenawee County,15,20,284,,
26,077,36,047,NY,Kings County,15,16,367,,
26,077,39,035,OH,Cuyahoga County,15,34,818,,
26,077,06,085,CA,Santa Clara County,14,20,880,,
26,077,08,031,CO,Denver County,14,17,672,,
26,077,12,115,FL,Sarasota County,14,25,635,,
26,077,17,197,IL,Will County,14,27,709,,
26,077,26,017,MI,Bay County,14,22,497,,
26,077,26,101,MI,Manistee County,14,20,476,,
26,077,26,115,MI,Monroe County,14,22,494,,
26,077,26,147,MI,St Clair County,14,18,220,,
26,077,31,055,NE,Douglas County,14,32,"1,204",,
26,077,36,061,NY,New York County,14,16,477,,
26,077,39,095,OH,Lucas County,14,24,605,,
26,077,47,037,TN,Davidson County,14,22,365,,
26,077,08,005,CO,Arapahoe County,13,23,438,,
26,077,11,001,DC,District of Columbia,13,15,394,,
26,077,13,135,GA,Gwinnett County,13,22,545,,
26,077,26,059,MI,Hillsdale County,13,19,358,,
26,077,26,073,MI,Isabella County,13,21,504,,
26,077,48,029,TX,Bexar County,13,22,911,,
26,077,06,001,CA,Alameda County,12,18,682,,
26,077,12,011,FL,Broward County,12,19,346,,
26,077,12,031,FL,Duval County,12,21,850,,
26,077,18,057,IN,Hamilton County,12,31,672,,
26,077,42,003,PA,Allegheny County,12,23,994,,
26,077,48,439,TX,Tarrant County,12,25,930,,
26,077,49,035,UT,Salt Lake County,12,12,345,,
26,077,04,019,AZ,Pima County,11,19,696,,
26,077,25,017,MA,Middlesex County,11,13,461,,
26,077,26,107,MI,Mecosta County,11,16,183,,
26,077,26,111,MI,Midland County,11,14,437,,
26,077,26,117,MI,Montcalm County,11,20,201,,
26,077,37,021,NC,Buncombe County,11,18,442,,
26,077,48,491,TX,Williamson County,11,20,534,,
26,077,06,075,CA,San Francisco County,10,13,"1,099",,
26,077,12,086,FL,Miami Dade County,10,11,287,,
26,077,13,089,GA,Dekalb County,10,16,272,,
26,077,15,003,HI,Honolulu County,10,13,245,,
26,077,17,089,IL,Kane County,10,26,185,,
26,077,21,067,KY,Fayette County,10,12,323,,
26,077,26,067,MI,Ionia County,10,18,619,,
26,077,34,017,NJ,Hudson County,10,12,520,,
26,077,37,063,NC,Durham County,10,10,261,,
26,077,48,085,TX,Collin County,10,18,739,,
26,077,53,061,WA,Snohomish County,10,15,196,,
26,077,58,000,SS,Other Flows - Same State,159,271,"5,588",,
26,077,59,000,DS,Other Flows - Diff State,"1,561","2,855","85,156",,
26,077,59,001,DS,Other Flows - Northeast,180,326,"11,355",,
26,077,59,003,DS,Other Flows - Midwest,437,883,"27,339",,
26,077,59,005,DS,Other Flows - South,673,"1,201","32,817",,
26,077,59,007,DS,Other Flows - West,271,445,"13,645",,
26,077,57,009,FR,Foreign - Other flows,40,66,"2,125",,
26,079,96,000,MI,Kalkaska County Tot Mig-US & For,509,949,"13,361",,
26,079,97,000,MI,Kalkaska County Tot Mig-US,509,949,"13,361",,
